"","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","Longitude","Latitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"5388",31330,2012-09-24,2012,"Monday","Auto","Bicycle","Cardinal Medeiros Ave"," Cardinal Medeiros Ave & PLYMOUTH ST Cambridge, MA",-71.090596,42.368373,"cloudy","7","Female",9,"Sep",24,"Monday",2,39,"Fall"
"5389",31331,2012-09-24,2012,"Monday","Auto","Bicycle","Massachusetts Ave","1967 Massachusetts Ave Cambridge, MA",-71.120466,42.390066,"rain","7","Female",9,"Sep",24,"Monday",2,39,"Fall"
"5390",31335,2012-09-24,2012,"Monday","Auto","Parked Vehicle","Cambridge St","620 Cambridge St Cambridge, MA",-71.086742,42.371807,"clear","6","Female",9,"Sep",24,"Monday",2,39,"Fall"
"5391",31336,2012-09-25,2012,"Tuesday","Auto","Bicycle","Hampshire St"," Hampshire St & ELM ST Cambridge, MA",-71.096879,42.37048,"clear","7","Female",9,"Sep",25,"Tuesday",3,39,"Fall"
"5392",31341,2012-09-25,2012,"Tuesday","Auto","Bicycle","Massachusetts Ave"," Massachusetts Ave & Washburn Ave Cambridge, MA",-71.131961,42.398824,"SUNNY","7","Female",9,"Sep",25,"Tuesday",3,39,"Fall"
"5393",31338,2012-09-26,2012,"Wednesday","Auto","Pedestrian","Chalk St","35 Chalk St Cambridge, MA",-71.110086,42.362171,"cloudy","7","Male",9,"Sep",26,"Wednesday",4,39,"Fall"
"5394",31339,2012-09-26,2012,"Wednesday","Auto","Parked Vehicle","Putnam Ave","19 Putnam Ave Cambridge, MA",-71.113618,42.369512,"SUNNY","7","Female",9,"Sep",26,"Wednesday",4,39,"Fall"
"5395",31340,2012-09-26,2012,"Wednesday","Auto","Auto","Third St"," Third St & Binney St Cambridge, MA",-71.082406,42.365678,"sleet,hail,freezing rain or drizzle","7","Male",9,"Sep",26,"Wednesday",4,39,"Fall"
"5396",31342,2012-09-26,2012,"Wednesday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST & HAWTHORNE ST Cambridge, MA",-71.14101,42.386721,"cloudy","5","Male",9,"Sep",26,"Wednesday",4,39,"Fall"
"5397",31343,2012-09-27,2012,"Thursday","Auto","Parked Vehicle","RICHARD AVE","3032 RICHARD AVE Cambridge, MA",-71.132974,42.400992,"rain","7","Female",9,"Sep",27,"Thursday",5,39,"Fall"
"5398",31344,2012-09-27,2012,"Thursday","Auto","Miscellaneous","MAIN ST"," MAIN ST & Galileo Galilei Way Cambridge, MA",-71.089961,42.362717,"cloudy","7","Male",9,"Sep",27,"Thursday",5,39,"Fall"
"5399",31345,2012-09-27,2012,"Friday","Auto","Bicycle","MOUNT AUBURN ST"," MOUNT AUBURN ST & Brattle St Cambridge, MA",-71.145695,42.375282,"SUNNY","5","Female",9,"Sep",27,"Thursday",5,39,"Fall"
"5400",31346,2012-09-28,2012,"Saturday","Auto","Parked Vehicle","Broadway"," Broadway & Amory St Cambridge, MA",-71.102,42.369702,"sleet,hail,freezing rain or drizzle","7","Male",9,"Sep",28,"Friday",6,39,"Fall"
"5401",31347,2012-09-28,2012,"Saturday","Auto","Auto","Cambridge St"," Cambridge St & FELTON ST Cambridge, MA",-71.112233,42.375202,"sleet,hail,freezing rain or drizzle","6","Female",9,"Sep",28,"Friday",6,39,"Fall"
"5402",31348,2012-09-28,2012,"Friday","Auto","Auto","Landsdowne St","80 Landsdowne St Cambridge, MA",-71.100797,42.36022,"cloudy","7","Female",9,"Sep",28,"Friday",6,39,"Fall"
"5403",31349,2012-09-28,2012,"Friday","Auto","Parked Vehicle","Bishop Allen Dr","147 Bishop Allen Dr Cambridge, MA",-71.104381,42.367169,"SUNNY","7","Female",9,"Sep",28,"Friday",6,39,"Fall"
"5404",31350,2012-09-28,2012,"Friday","Auto","Pedestrian","Binney St"," Binney St & FIRST ST Cambridge, MA",-71.078206,42.365142,"snow","7","Male",9,"Sep",28,"Friday",6,39,"Fall"
"5405",31351,2012-09-28,2012,"Friday","Auto","Auto","Alberta Ter"," Alberta Ter & Massachusetts Ave Cambridge, MA",-71.129879,42.397075,"cloudy","7","Male",9,"Sep",28,"Friday",6,39,"Fall"
"5406",31352,2012-09-28,2012,"Friday","Auto","Parked Vehicle","MAGAZINE ST","116 MAGAZINE ST Cambridge, MA",-71.110131,42.359867,"sleet,hail,freezing rain or drizzle","7","Female",9,"Sep",28,"Friday",6,39,"Fall"
"5407",31353,2012-09-28,2012,"Friday","Auto","Parked Vehicle","HARVEY ST","195 HARVEY ST Cambridge, MA",-71.136189,42.397582,"cloudy","7","Female",9,"Sep",28,"Friday",6,39,"Fall"
"5408",31364,2012-09-28,2012,"Saturday","Auto","Parked Vehicle","OXFORD AVE","132 OXFORD AVE Cambridge, MA",-71.15506,42.378942,"clear","7","Male",9,"Sep",28,"Friday",6,39,"Fall"
"5409",31371,2012-09-28,2012,"Friday","Auto","Auto","MAIN ST"," MAIN ST & Windsor St Cambridge, MA",-71.0967,42.363207,"cloudy","7","Male",9,"Sep",28,"Friday",6,39,"Fall"
"5410",31354,2012-09-29,2012,"Saturday","Auto","Pedestrian","Gore St"," Gore St & SEVENTH ST Cambridge, MA",-71.085138,42.372557,"cloudy","7","Male",9,"Sep",29,"Saturday",7,39,"Fall"
"5411",31355,2012-09-29,2012,"Saturday","Auto","Auto","Third St"," Third St & SPRING ST Cambridge, MA",-71.080324,42.368965,"clear","7","Male",9,"Sep",29,"Saturday",7,39,"Fall"
"5412",31500,2012-09-29,2012,"Monday","Auto","Fixed Object","GARDEN ST"," GARDEN ST & Massachusetts Ave Cambridge, MA",-71.11992,42.375487,"cloudy","7","Female",9,"Sep",29,"Saturday",7,39,"Fall"
"5413",31356,2012-09-30,2012,"Sunday","Auto","Auto","Concord Ave","319 Concord Ave Cambridge, MA",-71.134914,42.384339,"cloudy","7","Female",9,"Sep",30,"Sunday",1,40,"Fall"
"5414",31357,2012-09-30,2012,"Sunday","Auto","Auto","Massachusetts Ave","211 Massachusetts Ave Cambridge, MA",-71.096684,42.361422,"snow","7","Female",9,"Sep",30,"Sunday",1,40,"Fall"
"5415",31358,2012-10-01,2012,"Monday","MBTA Bus","Auto","Massachusetts Ave"," Massachusetts Ave & Columbia St Cambridge, MA",-71.099875,42.363105,"SUNNY","7","Male",10,"Oct",1,"Monday",2,40,"Fall"
"5416",31359,2012-10-01,2012,"Monday","Auto","Parked Vehicle","DUNSTABLE RD"," DUNSTABLE RD & MOUNT AUBURN ST Cambridge, MA",-71.119339,42.372252,"cloudy","7","Female",10,"Oct",1,"Monday",2,40,"Fall"
"5417",31360,2012-10-01,2012,"Monday","Auto","Parked Vehicle","MEMORIAL DR","575 MEMORIAL DR Cambridge, MA",-71.105316,42.354228,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",1,"Monday",2,40,"Fall"
"5418",31361,2012-10-01,2012,"","Auto","Parked Vehicle","MAIN ST"," MAIN ST & HAYWARD ST Cambridge, MA",-71.085174,42.362363,"SUNNY","7","Female",10,"Oct",1,"Monday",2,40,"Fall"
"5419",31365,2012-10-01,2012,"Monday","Auto","Bicycle","Massachusetts Ave","438 Massachusetts Ave Cambridge, MA",-71.100859,42.363518,"SUNNY","7","Male",10,"Oct",1,"Monday",2,40,"Fall"
"5420",31372,2012-10-01,2012,"Monday","Auto","Parked Vehicle","Beech St","9 Beech St Cambridge, MA",-71.120355,42.390856,"SUNNY","7","Female",10,"Oct",1,"Monday",2,40,"Fall"
"5421",31366,2012-10-02,2012,"Tuesday","Auto","Bicycle","Massachusetts Ave"," Massachusetts Ave & Chauncy St Cambridge, MA",-71.119945,42.379972,"cloudy","7","Male",10,"Oct",2,"Tuesday",3,40,"Fall"
"5422",31367,2012-10-02,2012,"Tuesday","Auto","Parked Vehicle","FIELD ST"," FIELD ST & Fern St Cambridge, MA",-71.137907,42.387165,"snow","7","Male",10,"Oct",2,"Tuesday",3,40,"Fall"
"5423",31369,2012-10-02,2012,"Tuesday","Auto","Auto","Aberdeen Way","64 Aberdeen Way Cambridge, MA",-71.146687,42.377044,"snow","7","Male",10,"Oct",2,"Tuesday",3,40,"Fall"
"5424",31370,2012-10-03,2012,"Wednesday","Auto","Parked Vehicle","SHERMAN ST","91 SHERMAN ST Cambridge, MA",-71.132696,42.388515,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",3,"Wednesday",4,40,"Fall"
"5425",31373,2012-10-03,2012,"Wednesday","Motorcycle","Auto","Cambridge St"," Cambridge St & Warren St Cambridge, MA",-71.088276,42.372102,"cloudy","6","Female",10,"Oct",3,"Wednesday",4,40,"Fall"
"5426",31374,2012-10-04,2012,"Thursday","Auto","Bicycle","MILL ST"," MILL ST & PLYMPTON ST Cambridge, MA",-71.117751,42.37025,"SUNNY","7","Male",10,"Oct",4,"Thursday",5,40,"Fall"
"5427",31375,2012-10-04,2012,"Thursday","Auto","Fixed Object","Bennett St"," Bennett St & ELIOT ST Cambridge, MA",-71.121864,42.372321,"cloudy","7","Female",10,"Oct",4,"Thursday",5,40,"Fall"
"5428",31376,2012-10-04,2012,"Thursday","Auto","Parked Vehicle","Alewife Brook Pky","215 Alewife Brook Pky Cambridge, MA",-71.14282,42.389388,"cloudy","7","Female",10,"Oct",4,"Thursday",5,40,"Fall"
"5429",31377,2012-10-04,2012,"Thursday","Auto","Auto","HARVARD ST"," HARVARD ST & Bigelow St Cambridge, MA",-71.104228,42.369176,"snow","7","Female",10,"Oct",4,"Thursday",5,40,"Fall"
"5430",31378,2012-10-04,2012,"Thursday","Auto","Auto","Western Ave"," Western Ave & HARVARD ST Cambridge, MA",-71.110774,42.364749,"clear","7","Male",10,"Oct",4,"Thursday",5,40,"Fall"
"5431",31379,2012-10-04,2012,"Thursday","Auto","Parked Vehicle","Hampshire St"," Hampshire St & ELM ST Cambridge, MA",-71.096879,42.37048,"snow","7","Female",10,"Oct",4,"Thursday",5,40,"Fall"
"5432",31380,2012-10-04,2012,"Thursday","Auto","Bicycle","Broadway"," Broadway & Hampshire St Cambridge, MA",-71.091112,42.365435,"cloudy","7","Male",10,"Oct",4,"Thursday",5,40,"Fall"
"5433",31382,2012-10-04,2012,"Thursday","Auto","Parked Vehicle","SUFFOLK ST"," SUFFOLK ST & Columbia St Cambridge, MA",-71.09848,42.3659,"clear","7","Female",10,"Oct",4,"Thursday",5,40,"Fall"
"5434",31381,2012-10-05,2012,"Friday","Auto","Moped","Broadway"," Broadway & Hampshire St Cambridge, MA",-71.091112,42.365435,"SUNNY","7","Male",10,"Oct",5,"Friday",6,40,"Fall"
"5435",31383,2012-10-05,2012,"Friday","Auto","Parked Vehicle","Columbia St","55 Columbia St Cambridge, MA",-71.099151,42.364918,"cloudy","7","Male",10,"Oct",5,"Friday",6,40,"Fall"
"5436",31384,2012-10-05,2012,"Friday","Auto","Parked Vehicle","Massachusetts Ave","2380 Massachusetts Ave Cambridge, MA",-71.129806,42.396795,"clear","7","Female",10,"Oct",5,"Friday",6,40,"Fall"
"5437",31385,2012-10-05,2012,"Friday","MBTA Bus","Pedestrian","University Pl"," University Pl & MOUNT AUBURN ST Cambridge, MA",-71.122973,42.373365,"snow","7","Female",10,"Oct",5,"Friday",6,40,"Fall"
"5438",31386,2012-10-05,2012,"Friday","Auto","Parked Vehicle","MOUNT AUBURN ST"," MOUNT AUBURN ST & University Pl Cambridge, MA",-71.12296,42.373363,"sleet,hail,freezing rain or drizzle","5","Male",10,"Oct",5,"Friday",6,40,"Fall"
"5439",31387,2012-10-05,2012,"Friday","Auto","Auto","Cambridge St"," Cambridge St & SCIARAPPA ST Cambridge, MA",-71.081493,42.371233,"snow","6","Female",10,"Oct",5,"Friday",6,40,"Fall"
"5440",31388,2012-10-05,2012,"Friday","Auto","Auto","Broadway"," Broadway & Tremont St Cambridge, MA",-71.099952,42.368894,"rain","7","Female",10,"Oct",5,"Friday",6,40,"Fall"
"5441",31389,2012-10-05,2012,"Friday","Auto","Auto","Broadway"," Broadway & Inman Sq Cambridge, MA",-71.102933,42.370072,"SUNNY","7","Female",10,"Oct",5,"Friday",6,40,"Fall"
"5442",31397,2012-10-05,2012,"Friday","Truck","Auto","Allston St"," Allston St & Brookline St Cambridge, MA",-71.107247,42.358105,"SUNNY","7","Male",10,"Oct",5,"Friday",6,40,"Fall"
"5443",31391,2012-10-06,2012,"Saturday","Auto","Bicycle","Brookline St"," Brookline St & Franklin St Cambridge, MA",-71.102435,42.362868,"cloudy","7","Male",10,"Oct",6,"Saturday",7,40,"Fall"
"5444",31392,2012-10-07,2012,"Sunday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & RICHARD AVE Cambridge, MA",-71.133778,42.39995,"clear","7","Male",10,"Oct",7,"Sunday",1,41,"Fall"
"5445",31398,2012-10-07,2012,"Sunday","Auto","Parked Vehicle","FIFTH ST"," FIFTH ST & Otis St Cambridge, MA",-71.083303,42.370743,"SUNNY","7","Male",10,"Oct",7,"Sunday",1,41,"Fall"
"5446",31434,2012-10-07,2012,"Sunday","Auto","Auto","Massachusetts Ave","1563 Massachusetts Ave Cambridge, MA",-71.119718,42.378697,"clear","7","Female",10,"Oct",7,"Sunday",1,41,"Fall"
"5447",31462,2012-10-07,2012,"Sunday","Auto","Auto","Western Ave"," Western Ave & Auburn St Cambridge, MA",-71.107219,42.365056,"sleet,hail,freezing rain or drizzle","7","Female",10,"Oct",7,"Sunday",1,41,"Fall"
"5448",31393,2012-10-08,2012,"Monday","Auto","Fixed Object","Massachusetts Ave","2029 Massachusetts Ave Cambridge, MA",-71.121913,42.390973,"SUNNY","7","Female",10,"Oct",8,"Monday",2,41,"Fall"
"5449",31394,2012-10-08,2012,"Monday","","Auto","Massachusetts Ave"," Massachusetts Ave & NEWMAN ST Cambridge, MA",-71.134469,42.400248,"rain","7","Female",10,"Oct",8,"Monday",2,41,"Fall"
"5450",31412,2012-10-08,2012,"Monday","Auto","Auto","Chestnut St"," Chestnut St & PEARL ST Cambridge, MA",-71.110373,42.357534,"cloudy","7","Female",10,"Oct",8,"Monday",2,41,"Fall"
"5451",31422,2012-10-08,2012,"Monday","Auto","Auto","Cambridge St"," Cambridge St & PROSPECT ST Cambridge, MA",-71.09814,42.37338,"cloudy","6","Female",10,"Oct",8,"Monday",2,41,"Fall"
"5452",31395,2012-10-09,2012,"Tuesday","Auto","Auto","Broadway","222 Broadway Cambridge, MA",-71.094031,42.366454,"SUNNY","7","Female",10,"Oct",9,"Tuesday",3,41,"Fall"
"5453",31399,2012-10-09,2012,"Tuesday","Auto","Auto","GREEN ST","409 GREEN ST Cambridge, MA",-71.105952,42.365896,"SUNNY","7","Male",10,"Oct",9,"Tuesday",3,41,"Fall"
"5454",31400,2012-10-09,2012,"Tuesday","Auto","Auto","Concord Ave","725 Concord Ave Cambridge, MA",-71.152218,42.390474,"snow","7","Male",10,"Oct",9,"Tuesday",3,41,"Fall"
"5455",31401,2012-10-09,2012,"Tuesday","Auto","Parked Vehicle","MOUNT AUBURN ST","330 MOUNT AUBURN ST Cambridge, MA",-71.135595,42.374596,"cloudy","5","Female",10,"Oct",9,"Tuesday",3,41,"Fall"
"5456",31402,2012-10-09,2012,"Tuesday","Auto","Auto","MOUNT AUBURN ST","703 MOUNT AUBURN ST Cambridge, MA",-71.149649,42.374903,"cloudy","5","Male",10,"Oct",9,"Tuesday",3,41,"Fall"
"5457",31403,2012-10-09,2012,"Tuesday","Bus (Other)","Auto","Massachusetts Ave","520 Massachusetts Ave Cambridge, MA",-71.101941,42.364163,"SUNNY","7","Male",10,"Oct",9,"Tuesday",3,41,"Fall"
"5458",31404,2012-10-09,2012,"Tuesday","Auto","Auto","Brookline St"," Brookline St & Massachusetts Ave Cambridge, MA",-71.10139,42.364014,"cloudy","7","Male",10,"Oct",9,"Tuesday",3,41,"Fall"
"5459",31405,2012-10-09,2012,"Tuesday","Auto","Parked Vehicle","White St","35 White St Cambridge, MA",-71.119192,42.388906,"snow","7","Female",10,"Oct",9,"Tuesday",3,41,"Fall"
"5460",31407,2012-10-09,2012,"Tuesday","Auto","Parked Vehicle","GREEN ST"," GREEN ST & Putnam Ave Cambridge, MA",-71.113453,42.369274,"SUNNY","7","Female",10,"Oct",9,"Tuesday",3,41,"Fall"
"5461",31408,2012-10-10,2012,"Wednesday","Auto","Parked Vehicle","New St"," New St & Concord Ave Cambridge, MA",-71.14101,42.386721,"sleet,hail,freezing rain or drizzle","7","Female",10,"Oct",10,"Wednesday",4,41,"Fall"
"5462",31409,2012-10-10,2012,"Wednesday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST & HOMER AVE Cambridge, MA",-71.148015,42.374967,"sleet,hail,freezing rain or drizzle","5","Female",10,"Oct",10,"Wednesday",4,41,"Fall"
"5463",31413,2012-10-10,2012,"Wednesday","Auto","Pedestrian","Massachusetts Ave","425 Massachusetts Ave Cambridge, MA",-71.100482,42.363664,"SUNNY","7","Female",10,"Oct",10,"Wednesday",4,41,"Fall"
"5464",31414,2012-10-10,2012,"Wednesday","Auto","Auto","Cambridge St"," Cambridge St & ROBERTS RD Cambridge, MA",-71.108824,42.37476,"cloudy","6","Female",10,"Oct",10,"Wednesday",4,41,"Fall"
"5465",31415,2012-10-10,2012,"Wednesday","Auto","Auto","River St"," River St & Franklin St Cambridge, MA",-71.105807,42.364893,"cloudy","7","Female",10,"Oct",10,"Wednesday",4,41,"Fall"
"5466",31541,2012-11-07,2012,"Wednesday","Auto","Auto","Brattle St"," Brattle St & MASON ST Cambridge, MA",-71.124614,42.375986,"cloudy","7","Male",11,"Nov",7,"Wednesday",4,45,"Fall"
"5467",31416,2012-10-10,2012,"Wednesday","Auto","Bicycle","Concord Ave"," Concord Ave & SMITH PL Cambridge, MA",-71.150662,42.390113,"snow","7","Female",10,"Oct",10,"Wednesday",4,41,"Fall"
"5468",31418,2012-10-10,2012,"Wednesday","Auto","Parked Vehicle","Cross St"," Cross St & Albany St Cambridge, MA",-71.0973,42.360266,"snow","7","Male",10,"Oct",10,"Wednesday",4,41,"Fall"
"5469",31417,2012-10-11,2012,"Thursday","Auto","Parked Vehicle","HURON AVE","426 HURON AVE Cambridge, MA",-71.140678,42.380668,"cloudy","7","Female",10,"Oct",11,"Thursday",5,41,"Fall"
"5470",31420,2012-10-11,2012,"Thursday","Auto","Bicycle","OXFORD AVE","33 OXFORD AVE Cambridge, MA",-71.156032,42.376849,"snow","7","Female",10,"Oct",11,"Thursday",5,41,"Fall"
"5471",31421,2012-10-11,2012,"Thursday","Auto","Parked Vehicle","Massachusetts Ave","1000 Massachusetts Ave Cambridge, MA",-71.110924,42.368945,"SUNNY","7","Male",10,"Oct",11,"Thursday",5,41,"Fall"
"5472",31423,2012-10-12,2012,"Friday","Auto","Auto","PROSPECT ST"," PROSPECT ST & Cambridge St Cambridge, MA",-71.09814,42.37338,"cloudy","7","Female",10,"Oct",12,"Friday",6,41,"Fall"
"5473",31424,2012-10-12,2012,"Friday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & NEWMAN ST Cambridge, MA",-71.134469,42.400248,"snow","7","Female",10,"Oct",12,"Friday",6,41,"Fall"
"5474",31425,2012-10-12,2012,"Friday","Auto","Taxi","Binney St"," Binney St & FIRST ST Cambridge, MA",-71.078206,42.365142,"sleet,hail,freezing rain or drizzle","7","Female",10,"Oct",12,"Friday",6,41,"Fall"
"5475",31426,2012-10-12,2012,"Friday","Auto","Parked Vehicle","Massachusetts Ave"," Massachusetts Ave & Beech St Cambridge, MA",-71.120996,42.390294,"cloudy","7","Male",10,"Oct",12,"Friday",6,41,"Fall"
"5476",31427,2012-10-12,2012,"Friday","Bus (Other)","Auto","Massachusetts Ave"," Massachusetts Ave & Cedar St Cambridge, MA",-71.130897,42.397973,"cloudy","7","Female",10,"Oct",12,"Friday",6,41,"Fall"
"5477",31428,2012-10-12,2012,"Friday","Auto","Bicycle","Massachusetts Ave"," Massachusetts Ave & ESSEX ST Cambridge, MA",-71.10318,42.36508,"cloudy","7","Male",10,"Oct",12,"Friday",6,41,"Fall"
"5478",31429,2012-10-13,2012,"Saturday","Auto","Pedestrian","White St","49 White St Cambridge, MA",-71.118304,42.389703,"SUNNY","7","Female",10,"Oct",13,"Saturday",7,41,"Fall"
"5479",31430,2012-10-13,2012,"Saturday","Auto","Parked Vehicle","Cambridge St","1357 Cambridge St Cambridge, MA",-71.100143,42.373737,"cloudy","6","Male",10,"Oct",13,"Saturday",7,41,"Fall"
"5480",31439,2012-10-13,2012,"Saturday","Auto","Auto","Broadway","1 Broadway Cambridge, MA",-71.084014,42.36273,"cloudy","7","Female",10,"Oct",13,"Saturday",7,41,"Fall"
"5481",31498,2012-10-13,2012,"Saturday","Auto","Auto","Putnam Ave"," Putnam Ave & KINNAIRD ST Cambridge, MA",-71.113526,42.367942,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",13,"Saturday",7,41,"Fall"
"5482",31499,2012-10-13,2012,"Saturday","Taxi","Auto","Putnam Ave"," Putnam Ave & PLEASANT ST Cambridge, MA",-71.112777,42.360131,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",13,"Saturday",7,41,"Fall"
"5483",31431,2012-10-14,2012,"Sunday","Auto","Taxi","Monsignor OBrien Hwy"," Monsignor OBrien Hwy & Leighton Cambridge, MA",-71.074069,42.369745,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",14,"Sunday",1,42,"Fall"
"5484",31433,2012-10-14,2012,"Sunday","Auto","Bicycle","Cambridge St","1008 Cambridge St Cambridge, MA",-71.093866,42.372725,"cloudy","6","Male",10,"Oct",14,"Sunday",1,42,"Fall"
"5485",31435,2012-10-15,2012,"Monday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST & Aberdeen Way Cambridge, MA",-71.145841,42.375274,"SUNNY","5","Male",10,"Oct",15,"Monday",2,42,"Fall"
"5486",31436,2012-10-16,2012,"Tuesday","Auto","Pedestrian","Massachusetts Ave"," Massachusetts Ave & DUDLEY ST Cambridge, MA",-71.129385,42.396635,"rain","7","Male",10,"Oct",16,"Tuesday",3,42,"Fall"
"5487",31437,2012-10-17,2012,"Wednesday","Auto","Auto","MEMORIAL DR","1 MEMORIAL DR Cambridge, MA",-71.081256,42.361357,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",17,"Wednesday",4,42,"Fall"
"5488",31438,2012-10-17,2012,"Wednesday","School Bus","Pedestrian","Cambridge St"," Cambridge St & Columbia St Cambridge, MA",-71.094512,42.372912,"SUNNY","6","Male",10,"Oct",17,"Wednesday",4,42,"Fall"
"5489",31440,2012-10-17,2012,"Wednesday","Auto","Bicycle","Cambridge St"," Cambridge St & Windsor St Cambridge, MA",-71.093288,42.37275,"SUNNY","6","Female",10,"Oct",17,"Wednesday",4,42,"Fall"
"5490",31442,2012-10-17,2012,"Wednesday","Auto","Auto","Cambridge St","1030 Cambridge St Cambridge, MA",-71.094146,42.372754,"sleet,hail,freezing rain or drizzle","6","Female",10,"Oct",17,"Wednesday",4,42,"Fall"
"5491",31443,2012-10-17,2012,"Wednesday","Auto","Bicycle","Hampshire St"," Hampshire St & ELM ST Cambridge, MA",-71.096879,42.37048,"clear","7","Female",10,"Oct",17,"Wednesday",4,42,"Fall"
"5492",31444,2012-10-18,2012,"Thursday","Auto","Parked Vehicle","Craigie St","22 Craigie St Cambridge, MA",-71.128639,42.378238,"SUNNY","7","Female",10,"Oct",18,"Thursday",5,42,"Fall"
"5493",31445,2012-10-18,2012,"Thursday","Truck","Auto","MAIN ST"," MAIN ST & Portland St Cambridge, MA",-71.093634,42.362974,"rain","7","Male",10,"Oct",18,"Thursday",5,42,"Fall"
"5494",31446,2012-10-18,2012,"Thursday","Auto","Bicycle","Banks St"," Banks St & MOUNT AUBURN ST Cambridge, MA",-71.114464,42.37049,"cloudy","7","Male",10,"Oct",18,"Thursday",5,42,"Fall"
"5495",31447,2012-10-18,2012,"Thursday","Taxi","Auto","Cambridge Ctr","2 Cambridge Ctr Cambridge, MA",-71.09455,42.372861,"cloudy","7","Female",10,"Oct",18,"Thursday",5,42,"Fall"
"5496",31448,2012-10-18,2012,"Thursday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave & Waterhouse St Cambridge, MA",-71.120647,42.37787,"clear","7","Male",10,"Oct",18,"Thursday",5,42,"Fall"
"5497",31463,2012-10-18,2012,"Thursday","Auto","Parked Vehicle","MEMORIAL DR","784 MEMORIAL DR Cambridge, MA",-71.115086,42.359723,"cloudy","7","Female",10,"Oct",18,"Thursday",5,42,"Fall"
"5498",31449,2012-10-19,2012,"Friday","Taxi","Auto","Massachusetts Ave"," Massachusetts Ave & Sidney St Cambridge, MA",-71.09958,42.36295,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",19,"Friday",6,42,"Fall"
"5499",31450,2012-10-19,2012,"Friday","Auto","Auto","Sixth St"," Sixth St & Thorndike St Cambridge, MA",-71.085114,42.370275,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",19,"Friday",6,42,"Fall"
"5500",31451,2012-10-19,2012,"Friday","Auto","Parked Vehicle","Ware St","12-1 Ware St Cambridge, MA",-71.11345,42.37184,"cloudy","7","Female",10,"Oct",19,"Friday",6,42,"Fall"
"5501",31452,2012-10-19,2012,"Friday","Auto","Auto","Broadway"," Broadway & ELLERY ST Cambridge, MA",-71.109728,42.372752,"rain","7","Male",10,"Oct",19,"Friday",6,42,"Fall"
"5502",31464,2012-10-19,2012,"Friday","Auto","Auto","Western Ave"," Western Ave & GREEN ST Cambridge, MA",-71.105023,42.36527,"snow","7","Male",10,"Oct",19,"Friday",6,42,"Fall"
"5503",31453,2012-10-20,2012,"Saturday","Auto","Fixed Object","Cardinal Medeiros Ave","241 Cardinal Medeiros Ave Cambridge, MA",-71.090957,42.367989,"snow","7","Female",10,"Oct",20,"Saturday",7,42,"Fall"
"5504",31454,2012-10-20,2012,"Saturday","Auto","Parked Vehicle","Inman St","70 Inman St Cambridge, MA",-71.102286,42.370645,"cloudy","7","Female",10,"Oct",20,"Saturday",7,42,"Fall"
"5505",31455,2012-10-20,2012,"Saturday","Auto","Parked Vehicle","Alewife Brook Pky","200 Alewife Brook Pky Cambridge, MA",-71.142318,42.389764,"snow","7","Male",10,"Oct",20,"Saturday",7,42,"Fall"
"5506",31456,2012-10-20,2012,"Sunday","Auto","Bicycle","Cambridge St","1452 Cambridge St Cambridge, MA",-71.102956,42.373876,"cloudy","6","Male",10,"Oct",20,"Saturday",7,42,"Fall"
"5507",31457,2012-10-20,2012,"Saturday","Auto","Parked Vehicle","GARDEN ST","20 GARDEN ST Cambridge, MA",-71.123368,42.377718,"SUNNY","7","Female",10,"Oct",20,"Saturday",7,42,"Fall"
"5508",31458,2012-10-20,2012,"Saturday","Auto","Parked Vehicle","Alewife Brook Pky","211 Alewife Brook Pky Cambridge, MA",-71.142675,42.389554,"sleet,hail,freezing rain or drizzle","7","Male",10,"Oct",20,"Saturday",7,42,"Fall"
"5509",31459,2012-10-21,2012,"Sunday","Auto","Auto","Massachusetts Ave","77 Massachusetts Ave Cambridge, MA",-71.093339,42.359128,"snow","7","Male",10,"Oct",21,"Sunday",1,43,"Fall"
"5510",31460,2012-10-21,2012,"Sunday","Auto","Bicycle","Cambridge St"," Cambridge St & HIGHLAND AVE Cambridge, MA",-71.104741,42.374233,"cloudy","6","Female",10,"Oct",21,"Sunday",1,43,"Fall"
"5511",31465,2012-10-21,2012,"Sunday","Auto","Auto","Western Ave","90 Western Ave Cambridge, MA",-71.10742,42.364869,"cloudy","7","Female",10,"Oct",21,"Sunday",1,43,"Fall"
